method,time,coverage_ratio,inspected_targets
safe_graph_adp,450.0,0.2611111111111111,47
safe_graph_adp,540.0,0.3277777777777778,59
safe_graph_adp,630.0,0.3388888888888889,61
safe_graph_adp,720.0,0.34444444444444444,62
safe_graph_adp,810.0,0.38333333333333336,69
safe_graph_adp,900.0,0.4388888888888889,79
safe_graph_adp,990.0,0.5055555555555555,91
safe_graph_adp,1080.0,0.6388888888888888,115
safe_graph_adp,1170.0,0.6944444444444444,125
safe_graph_adp,1260.0,0.7222222222222222,130
safe_graph_adp,1350.0,0.7555555555555555,136
safe_graph_adp,1440.0,0.8,144
safe_graph_adp,1530.0,0.8944444444444445,161
safe_graph_adp,1620.0,0.9833333333333333,177
